Latitude,Longitude,Station Code,Depth,Parameter Code,Data Quality,Dataset_Source,temperature_avg,rainfall_mm,humidity_pct,pressure_hPa,drought_index,extreme_precip_days,urban_pct,forest_pct,agriculture_pct,water_pct,wetland_pct,grassland_pct,barren_pct,frag_index,soil_perm,ind_count,hg_impact,pb_impact,ind_risk_score,param_category,country_code,time_season,value_with_unit,sampling_method,is_referenced_method,water_body_type,analytical_program,pollution_risk,testing_laboratory,validated_results,sampling_weather,regulatory_framework,land_use_impact,season,date,year,month,day,is_below_detection,is_above_detection,is_not_detected,extracted_value,unit,unit_is_common
50.9028,-6.6494,CAN00062,0.3,OH,Fair,dissolved_gas,7.007713521975827,107.99129473000228,95.0,1007.9561341321137,1.0758568539959823,1.0,5.951478056041188,31.263523712328887,24.569630134447884,9.797753117253022,7.869977235927507,12.180641560194143,4.582338201560415,0.6892086305050552,0.5800855208802735,1.0,0.0,0.0,0.0,Other,MEX,2016-07-06 12:00:00 - Summer,0.0 mg/l,Field Measurement,False,Wetland,Provincial Monitoring,Medium,National Water Research Center,False,Snowy,International Water Quality Standards,Agricultural Dominant,Summer,2016-07-06 12:00:00,2016,7,6,True,False,False,0.0,mg/l,True
36.339265,-6.6494,CAN00023,0.3,EC,Fair,carbon,7.007713521975827,76.76524153125955,85.98144391030878,1009.0667917707638,1.0758568539959823,1.0,7.383619535832402,27.77692124164256,27.30787666055856,6.134553161903108,10.232954371449376,14.96631335643136,5.04490494196622,0.743270914952437,0.5968326585209647,0.0,0.0,0.0,0.0,Other,CHE,2018-02-13 12:00:00 - Winter,0.0 mg/l,Composite Sample,True,Lake,International Water Assessment,Low,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Agricultural Dominant,Winter,2018-02-13 12:00:00,2018,2,13,True,False,False,0.0,mg/l,True
46.27117,-6.6494,ITA00304,0.3,EC,Fair,mercury,-5.7022007400239545,78.73004503075921,85.39848739426402,1008.5124443422259,1.0758568539959823,0.0,9.247550830124286,28.228460105346432,26.98504611090498,4.872351608427264,10.266351108987854,14.167928664938245,6.232311571270936,0.7424769351500345,0.5822486660342114,0.0,0.0,0.0,0.0,Heavy Metal,ITA,2011-07-05 00:00:00 - Summer,0.1 µg/l,Grab Sample,True,Lake,International Water Assessment,Low,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Mixed Land Use,Summer,2011-07-05 00:00:00,2011,7,5,True,False,False,0.1,µg/l,False
49.4586,-6.6494,CAN00328,0.3,Cs-Tot,Fair,caesium,6.2506976175962805,101.64413251619474,82.47699498525344,1008.5124443422259,-1.0602333574789649,2.0,5.333536080363196,26.07000157290168,26.36219569339697,6.134553161903108,5.994942085107814,16.146107548963556,7.044370514705866,0.6722764829387422,0.5731198955553342,2.0,0.0,0.0,0.0,Other,MEX,2011-05-10 10:05:00 - Spring,0.0 mg/l,Composite Sample,False,Reservoir,International Water Assessment,Low,Canadian Analytical Services,True,Rainy,Fisheries Act,Agricultural Dominant,Spring,2011-05-10 10:05:00,2011,5,10,True,False,False,0.0,mg/l,False
49.5279,-6.6494,CAN00204,0.3,Li-Tot,Good,lithium,-6.4062134118962355,78.73004503075921,80.18865812659581,1008.5124443422259,1.0758568539959823,0.0,6.655139924790663,33.60048350317547,24.67714185011796,10.276568146600717,7.910547928252151,12.180641560194143,6.495076414009522,0.743270914952437,0.5738311416540992,1.0,0.0,0.0,0.0,Other,MEX,2005-08-02 10:00:00 - Summer,1.7 µg/l,Manual Sample,False,River,International Water Assessment,Medium,National Water Research Center,True,Cloudy,Canadian Environmental Protection Act,Mixed Land Use,Summer,2005-08-02 10:00:00,2005,8,2,True,False,False,1.7,µg/l,True
49.0897,-6.6494,CAN00023,0.3,F-Dis,Fair,dissolved_gas,0.913689681417104,113.65015594194458,92.08303352634684,1008.081668223293,-0.2768314393417102,1.0,9.33171921926582,27.48433942114921,26.138245210098063,6.134553161903108,7.486418279110857,12.83759731715894,5.635924647532254,0.7028849366923812,0.5822486660342114,1.0,0.0,0.0,0.0,Other,CAN,2007-06-06 12:00:00 - Summer,0.14 mg/l,Manual Sample,False,Lake,Arctic Waters Program,Low,National Water Research Center,True,Rainy,Provincial Water Regulations,Urban Dominant,Summer,2007-06-06 12:00:00,2007,6,6,True,False,False,0.14,mg/l,True
19.652031,-6.6494,MEX03180,0.3,O2-Dis-Sat,Unknown,dissolved_gas,5.6645941525835415,78.73004503075921,68.119986587233,1009.0667917707638,0.0142639280248788,0.0,11.413766649307831,36.21826441229789,24.90509256788321,8.910106692376132,7.90553725543568,10.798825804987189,5.839534749446326,0.7365786481731307,0.566507873710819,0.0,0.0,0.0,0.0,Other,MEX,2018-02-13 12:00:00 - Winter,0.0 mg/l,Grab Sample,False,Lake,International Water Assessment,Low,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Agricultural Dominant,Winter,2018-02-13 12:00:00,2018,2,13,True,False,False,0.0,mg/l,False
50.8011,-6.6494,CAN00023,0.3,EC,Fair,molybdenum,7.946450643996621,78.73004503075921,95.0,1007.9561341321137,0.0142639280248788,2.0,3.418164622436292,30.6313056741272,28.140920435301062,4.664629338512954,10.73963748281682,13.961339608857337,5.04490494196622,0.6621937480468276,0.6083344190110235,0.0,0.0,0.0,0.0,Other,BEL,2018-04-23 12:00:00 - Spring,0.0115 mg/l,Manual Sample,False,Estuary,International Water Assessment,Low,International Water Quality Lab,False,Rainy,International Water Quality Standards,Forest Dominant,Spring,2018-04-23 12:00:00,2018,4,23,True,False,False,0.0115,mg/l,True
61.0989,-6.6494,CAN00023,0.3,Cr-Tot,Fair,dissolved_gas,-4.2852961953441415,110.82456666596757,92.18288643800734,1007.9561341321137,-1.0602333574789649,0.0,2.839884195830786,32.53957464407809,26.72863845937428,9.167201570492605,8.363029604500158,18.22696862857205,5.04490494196622,0.6472682841816363,0.6173780952728983,0.0,0.0,0.0,0.0,Other,CAN,2010-06-17 16:46:00 - Summer,0.0 mg/l,Composite Sample,True,Wetland,International Water Assessment,Low,Environment Canada Lab,True,Cloudy,Canadian Environmental Protection Act,Forest Dominant,Summer,2010-06-17 16:46:00,2010,6,17,True,False,False,0.0,mg/l,True
16.73916667,-6.6494,IND02318,0.3,Cl-Dis,Unknown,dissolved_gas,7.007713521975827,51.86024592080103,66.48298261213006,1009.0667917707638,0.4299908410141291,4.0,8.107365741205667,38.16118501998574,24.952110649852223,2.758203714729136,9.114620961483295,12.51676257850663,4.389751334237307,0.7244222826961597,0.617578472742337,2.0,0.0,0.0,0.0,Common Ion,MEX,1982-08-16 00:00:00 - Summer,0.0 mg/l,Grab Sample,True,Lake,International Water Assessment,Low,International Water Quality Lab,True,Cloudy,International Water Quality Standards,Urban Dominant,Summer,1982-08-16 00:00:00,1982,8,16,True,False,False,0.0,mg/l,True
